rowID,Cluster,RAJ2000,DEJ2000,Diam,Dist,E(B-V),Age,pmRA,pmDE,Nc,RV,o_RV,[Fe/H],raDeg,decDeg,l,b
508,Basel 7          ,06 36 36,+08 21 00,   5.0, 1684, 0.396, 8.033,   0.31,   0.47,   46,       ,   ,,99.15,8.35,203.815636088,0.529896073448
509,Majaess 82       ,06 36 40,+05 36 02,   3.0,     ,      ,      , -22.96,   6.51,    8,       ,   ,,99.1666666667,5.60055555556,206.265210531,-0.718926300547
510,Trumpler 5       ,06 36 42,+09 26 00,  15.4, 2820, 0.620, 9.600,   0.77,   0.59,  503,       ,   ,-0.403,99.175,9.43333333333,202.864647535,1.04953049722
511,vdBergh 1        ,06 37 00,+03 04 00,   5.0, 1687, 0.710, 8.025,   3.76,  -4.78,    1,  16.40,  1,,99.25,3.06666666667,208.555078644,-1.80828802529
512,Collinder 106    ,06 37 06,+05 57 00,  35.0, 1000, 0.120, 9.900,   0.75,  -1.11, 1498,  35.66,  7,-0.26,99.275,5.95,206.004318355,-0.462662219799
513,Collinder 107    ,06 37 42,+04 44 00,  29.0, 1738, 0.540, 7.000,   0.37,  -1.29,  777,  12.31,  8,,99.425,4.73333333333,207.153831671,-0.888562289281
514,Berkeley 24      ,06 37 47,-00 52 19,   7.0, 4700, 0.400, 9.340,  -0.85,   1.18,   82,       ,   ,,99.4458333333,-0.871944444444,212.151022078,-3.43558986895
515,NGC 2260         ,06 38 03,-01 28 24,  20.0, 1985, 1.250, 7.000,  -0.64,  -2.10,  367,       ,   ,,99.5125,-1.47333333333,212.717799282,-3.6503033398
516,NGC 2259         ,06 38 21,+10 53 00,   3.0, 3311, 0.590, 8.500,   2.79,  -0.96,   51,       ,   ,0.07,99.5875,10.8833333333,201.76178906,2.07519789584
517,Collinder 110    ,06 38 24,+02 01 00,  18.0, 1950, 0.500, 9.150,  -1.31,  -3.28,  491,  38.70, 29,-0.02,99.6,2.01666666667,209.649187222,-1.97855194087
518,Collinder 111    ,06 38 42,+06 54 00,   3.0, 1191, 0.062, 7.700,   1.19,   0.16,   31,  32.00,  1,,99.675,6.9,205.342733732,0.326518374048
519,NGC 2262         ,06 39 38,+01 08 36,   5.0, 3600, 0.550, 9.000,  -0.71,  -0.76,  103,       ,   ,-0.38,99.9083333333,1.14333333333,210.567363583,-2.10396549778
520,FSR 1053         ,06 39 56,+01 32 48,   1.6, 1202, 0.312, 8.800,  -2.80,  -6.39,   19,       ,   ,,99.9833333333,1.54666666667,210.242737735,-1.85288088583
521,FSR 0975         ,06 40 00,+13 17 58,   4.5, 4626, 0.541, 9.100,   2.11,   2.86,   77,       ,   ,,100.0,13.2994444444,199.793560284,3.53664458058
522,vdBergh 83       ,06 40 00,-27 19 00,  25.0, 1925, 0.552, 9.350,   0.64,   1.91,  302,       ,   ,,100.0,-27.3166666667,236.560448686,-14.400713579
523,NGC 2264         ,06 40 58,+09 53 42,  39.0,  667, 0.051, 6.954,  -0.46,  -2.87,  726,  24.69,  9,-0.15,100.241666667,9.895,202.935753834,2.19573752159
524,Berkeley 25      ,06 41 00,-16 31 00,   5.0,11400, 0.110, 9.700,  -3.68,  -4.17,   44, 134.30,  4,-0.2,100.25,-16.5166666667,226.611731162,-9.69952480295
525,Ruprecht 2       ,06 41 01,-29 33 00,   3.0, 3161, 0.625, 8.945,  -9.75,   5.84,    7,       ,   ,,100.254166667,-29.55,238.774243338,-15.074583881
526,NGC 2265         ,06 41 41,+11 54 18,  12.0, 2160, 0.480, 8.480,   0.00,  -1.29,  223,       ,   ,,100.420833333,11.905,201.224753742,3.26824175839
527,FSR 1077         ,06 41 56,-00 53 48,   2.5, 1298, 0.416, 8.935,   0.83,  -0.07,  116,       ,   ,,100.483333333,-0.896666666667,212.646597164,-2.52353989892
528,DC 1             ,06 42 01,-12 58 27,   0.7,     ,      ,      ,       ,       ,     ,       ,   ,,100.504166667,-12.9741666667,223.49431426,-7.93301410347
529,Ruprecht 3       ,06 42 07,-29 27 15,   4.0, 1100, 0.000, 9.180,  -0.87,   5.57,   22,       ,   ,,100.529166667,-29.4541666667,238.779875236,-14.816825493
530,Dolidze 23       ,06 42 55,+00 02 46,  12.7,  625, 0.100,      ,  -0.69,  -1.81,  367,       ,   ,,100.729166667,0.0461111111111,211.919128717,-1.87482278852
531,Alessi 15        ,06 43 04,+01 40 19,   0.9, 1599, 0.270, 9.250,   1.29,   3.31,   16,       ,   ,,100.766666667,1.67194444444,210.489266943,-1.09916610445
532,NGC 2269         ,06 43 17,+04 37 30,   3.0, 1687, 0.398, 8.416,   5.05,   1.49,   11,       ,   ,,100.820833333,4.625,207.887248941,0.298557154733
533,NGC 2266         ,06 43 19,+26 58 12,   5.0, 3000, 0.200, 8.800,   0.93,  -5.03,  114, -16.00,  4,-0.38,100.829166667,26.97,187.789660142,10.2939330432
534,Alessi 16        ,06 43 35,+02 10 24,   0.5, 1191, 0.270, 9.050,  -0.98,  -2.14,    9,       ,   ,,100.895833333,2.17333333333,210.102181411,-0.755275951743
535,Teutsch 13       ,06 43 55,+01 24 17,   6.0, 2780, 0.670, 7.480,  -0.92,  -1.64,   86,       ,   ,,100.979166667,1.40472222222,210.824067074,-1.03224077139
536,NGC 2270         ,06 43 57,+03 28 42,  14.0, 1400, 0.060, 8.640,   0.21,  -1.99,  208,  40.00,  1,,100.9875,3.47833333333,208.983154819,-0.0775833773441
537,Dolidze 24       ,06 44 41,+01 41 05,  18.8, 1261, 0.146, 8.450,  -0.57,  -1.24,  510,       ,   ,,101.170833333,1.68472222222,210.662428746,-0.7339311031
538,Patchick 90      ,06 44 43,-00 32 22,   3.0, 6310, 0.410, 8.950,   9.39,   1.43,   33,       ,   ,,101.179166667,-0.539444444444,212.64583302,-1.74141871394
539,Dolidze 25       ,06 45 06,+00 18 00,  20.0, 6800, 0.800, 6.800,  -0.29,  -1.79,  596,  71.00,   ,,101.275,0.3,211.942242198,-1.27327764043
540,SAI 69           ,06 45 28,-11 47 40,   3.0, 7140, 0.350, 9.100,   0.02, -10.19,    3,       ,   ,,101.366666667,-11.7944444444,222.803575945,-6.6555178192
541,ASCC 25          ,06 45 32,+24 36 00,  25.2, 1400, 0.160, 8.860,  -2.06,  -3.99,  619,  21.50,  1,,101.383333333,24.6,190.180989961,9.72802406466
542,NGC 2287         ,06 46 01,-20 45 24,  39.0,  710, 0.010, 8.400,  -0.84,  -0.56, 1738,  23.30,  5,-0.23,101.504166667,-20.7566666667,231.019531811,-10.444597866
543,Collinder 115    ,06 46 30,+01 46 00,  10.0, 1917, 0.230, 8.550,  -1.00,  -1.50,  221,       ,   ,,101.625,1.76666666667,210.796749285,-0.292620909949
544,vdBergh 85       ,06 46 54,+01 20 00,   4.0, 1641, 1.920, 7.850,   0.17,   1.23,   39,       ,   ,,101.725,1.33333333333,211.227958916,-0.401412195585
545,Dolidze 49       ,06 47 04,-00 00 25,   2.2, 2398, 0.625, 8.330,  -1.06,  -2.17,   23,       ,   ,,101.766666667,-0.00694444444444,212.439754293,-0.975743696484
546,NGC 2286         ,06 47 40,-03 08 54,  14.0, 2600, 0.660, 8.300,   2.08,  -2.48,    2,       ,   ,,101.916666667,-3.14833333333,215.305802872,-2.27324957409
547,NGC 2281         ,06 48 17,+41 04 42,  25.0,  558, 0.063, 8.554,  -2.48,  -6.76,  330,  19.05,  2,0.13,102.070833333,41.0783333333,174.901403473,16.8812141518
548,Bochum 2         ,06 48 54,+00 23 00,   1.5, 2661, 0.831, 6.665,  -0.05,  -1.68,   21,  66.30,   ,,102.225,0.383333333333,212.301439126,-0.389864094677
549,Ruprecht 4       ,06 48 54,-10 32 00,   3.0, 4700, 0.300, 8.900,   0.94,  -4.30,   52,  47.50,  3,-0.09,102.225,-10.5333333333,222.047097295,-5.3388935689
550,Berkeley 75      ,06 49 01,-23 59 48,   4.0, 9100, 0.040, 9.600,  -4.56,  -9.82,   16,  94.60,  1,-0.22,102.254166667,-23.9966666667,234.306842464,-11.1881055918
551,Berkeley 26      ,06 50 18,+05 45 00,   4.0,12589, 0.750, 9.600,   2.70,  -1.44,   27,  68.00,  6,-0.35,102.575,5.75,207.682202974,2.36627368318
552,ASCC 26          ,06 50 24,+07 15 00,  20.4,  800, 0.130, 8.090,  -0.73,  -3.14,  463,   8.00,  1,,102.6,7.25,206.355500604,3.06945056922
553,FSR 1025         ,06 50 30,+06 36 14,   1.0, 2095, 0.291, 8.600,  -0.41,  -3.38,    8,       ,   ,,102.625,6.60388888889,206.943312696,2.79841867465
554,ESO 309 03       ,06 50 39,-42 23 24,   6.0, 1753, 0.480, 8.800,  -0.20,   1.93,   47,       ,   ,,102.6625,-42.39,251.967864429,-18.0394653272
555,Berkeley 27      ,06 51 21,+05 46 07,   2.0, 5035, 0.050, 9.300,  -4.20,  -1.52,   21,       ,   ,,102.8375,5.76861111111,207.784384663,2.60739047492
556,NGC 2301         ,06 51 45,+00 27 36,  14.0,  870, 0.030, 8.200,  -0.83,  -2.76,  355,  13.54,  1,0.06,102.9375,0.46,212.558103712,0.279187889142
557,NGC 2302         ,06 51 55,-07 05 00,   5.0, 1500, 0.230, 7.080,  -2.66,  -1.86,   61,       ,   ,,102.979166667,-7.08333333333,219.296602262,-3.11749365398
558,Berkeley 28      ,06 52 12,+02 56 00,   3.0, 2557, 0.761, 7.846,   1.68,  -1.54,   36,       ,   ,,103.05,2.93333333333,210.407505953,1.50648178711
559,FSR 1051         ,06 52 13,+03 38 30,   2.0, 1180, 0.437, 8.790,   0.13,  -1.92,  131,       ,   ,,103.054166667,3.64166666667,209.778458555,1.83265621548
560,Alessi 59        ,06 52 19,+02 11 27,   2.5, 3500, 0.590, 7.600,   0.85,  -2.37,   33,       ,   ,,103.079166667,2.19083333333,211.081962718,1.19420457586
561,Ruprecht 149     ,06 52 30,-23 40 00,   5.0, 2362, 0.416, 8.750,  -0.30,   1.31,   54,       ,   ,,103.125,-23.6666666667,234.345914553,-10.3267309134
562,FSR 1085         ,06 53 11,-00 11 31,   4.0, 1429, 0.079, 8.735,  -0.03,  -2.51,   72,       ,   ,,103.295833333,-0.191944444444,213.301728843,0.300823186539
563,Berkeley 29      ,06 53 18,+16 55 00,   6.0,14871, 0.157, 9.025,  -2.26,  -5.99,   75,  24.80,  2,-0.31,103.325,16.9166666667,197.983433448,8.02472888897
564,ASCC 27          ,06 53 53,-04 23 24,  24.0, 1200, 0.090, 8.750,  -0.78,   0.69,  546,       ,   ,,103.470833333,-4.39,217.118172973,-1.45747565809
565,DC 4             ,06 54 03,-13 34 03,   0.7, 2304, 0.583, 8.700,   4.88,  -3.34,    8,       ,   ,,103.5125,-13.5675,225.338669916,-5.57273657952
566,FSR 1029         ,06 54 04,+06 43 39,   1.2, 1905, 0.312, 8.930,   0.27,  -8.05,   18,       ,   ,,103.516666667,6.7275,207.234995736,3.64389328313
567,ASCC 28          ,06 54 04,-00 10 12,  36.0,  800, 0.050, 8.340,  -1.68,  -1.10,   18,  22.70,  1,,103.516666667,-0.17,213.382904896,0.507364262319
568,ASCC 29          ,06 54 18,-01 39 00,  26.4,  750, 0.050, 8.060,   2.06,  -3.38, 1019,  13.50,  1,,103.575,-1.65,214.72662247,-0.115743831565
569,NGC 2306         ,06 54 29,-07 12 12,  12.0, 1200, 0.050, 8.850,   2.19,  -3.86,  216,       ,   ,,103.620833333,-7.20333333333,219.692995189,-2.60462503431
570,NGC 2304         ,06 55 13,+17 58 57,  10.0, 4400, 0.100, 8.800,  -1.49,  -6.24,  197,       ,   ,-0.32,103.804166667,17.9825,197.215614689,8.90118955781
571,Ruprecht 5       ,06 55 14,-18 36 00,   2.0, 4712, 0.416, 9.150,   1.37,   1.45,   27,       ,   ,,103.808333333,-18.6,230.004026041,-7.55466002671
572,SAI 72           ,06 55 48,+00 13 37,   5.0, 3150, 0.820, 8.500,   1.47,  -1.06,   54,       ,   ,,103.95,0.226944444444,213.22722763,1.07403107284
573,Ruprecht 6       ,06 56 00,-13 17 00,   1.0, 7691, 0.430, 9.500,   0.66,   1.21,   36,       ,   ,-0.38,104.0,-13.2833333333,225.297284146,-5.0214682604
574,NGC 2309         ,06 56 03,-07 10 30,   5.0, 2511, 0.350, 8.400,   3.46,  -4.53,  101,       ,   ,,104.0125,-7.175,219.844573843,-2.24564291664
575,Collinder 121    ,06 56 20,-24 43 46,  60.0, 1100, 0.040, 7.080,  -3.87,   4.08,   19,  31.35,  2,,104.083333333,-24.7294444444,235.701569064,-9.99066742177
576,ASCC 30          ,06 57 00,-06 12 36,  31.2,  800, 0.150, 8.200,  -2.89,   0.60,   16,       ,   ,,104.25,-6.21,219.092458891,-1.59615962655
577,FSR 1144         ,06 57 16,-06 37 12,   0.6, 1737, 0.312, 8.180,   0.84,   0.81,  131,       ,   ,,104.316666667,-6.62,219.487756285,-1.72406633506
578,Berkeley 31      ,06 57 36,+08 16 00,   5.0, 8272, 0.080, 9.313,  -2.43,  -2.33,   77,  55.70,  2,-0.4,104.4,8.26666666667,206.253563556,5.11984967792
579,Berkeley 33      ,06 57 42,-13 13 00,   3.0, 6000, 0.360, 8.900,  -1.36,   4.36,   31,  76.60,  5,-0.26,104.425,-13.2166666667,225.4244723,-4.62207099281
580,Berkeley 30      ,06 57 42,+03 13 00,   3.0, 4790, 0.500, 8.480,  -0.84,  -3.47,   56,       ,   ,,104.425,3.21666666667,210.780091425,2.8580904666
581,NGC 2311         ,06 57 47,-04 36 42,   6.0, 2290, 0.330, 8.600,  -1.48,   3.31,   99,       ,   ,,104.445833333,-4.61166666667,217.758802534,-0.693505658142
582,Berkeley 32      ,06 58 06,+06 26 00,   6.0, 3078, 0.150, 9.700,  -1.41,  -0.86,  117, 105.20, 83,-0.29,104.525,6.43333333333,207.95196509,4.40442552211
583,FSR 1080         ,06 58 16,+00 51 54,   2.4, 1753, 0.562, 8.370,  -1.99,  -4.54,  122,       ,   ,,104.566666667,0.865,212.940366096,1.91374654513
584,NGC 2312         ,06 58 47,+10 17 42,   7.6, 2245, 0.160, 8.520,  -3.54,  -2.32,  119,       ,   ,,104.695833333,10.295,204.562519178,6.28950542177
585,FSR 1163         ,06 59 19,-09 05 50,   1.5, 1706, 0.437, 9.150,   3.49,  -1.42,   28,       ,   ,,104.829166667,-9.09722222222,221.925795573,-2.40087287691
586,NGC 2318         ,06 59 27,-13 41 54,  20.0, 1335, 0.650, 7.700,  -1.04,   0.17,  594,       ,   ,,104.8625,-13.6983333333,226.048284365,-4.45977793115
587,Ivanov 9         ,06 59 43,-04 04 00,   1.0,  736, 0.020, 7.900,   1.89,   1.44,    7,       ,   ,,104.929166667,-4.06666666667,217.494155361,-0.0158166509533
588,FSR 1171         ,07 00 13,-10 19 14,   2.0, 4110, 0.650, 9.500,   4.70,  -1.26,   44,       ,   ,,105.054166667,-10.3205555556,223.117132627,-2.76049187459
589,Wit 1            ,07 00 21,-05 49 36,      , 1952, 0.458, 6.350,  -0.38,  -1.97,   47,   5.00,  1,,105.0875,-5.82666666667,219.131620938,-0.680133197177
590,Berkeley 34      ,07 00 23,-00 13 56,   2.0, 7280, 0.450, 9.450,  -2.68,  -2.16,   15,       ,   ,,105.095833333,-0.232222222222,214.158831414,1.88425832255
591,Ferrero 10       ,07 00 27,-03 00 36,  10.0,     ,      ,      ,   0.22,   5.57,  179,       ,   ,,105.1125,-3.01,216.638024917,0.630013090847
592,Tombaugh 1       ,07 00 29,-20 34 00,   5.0, 4169, 0.303, 8.980,  -5.31,   5.17,  118,  81.10,  6,,105.120833333,-20.5666666667,232.334196509,-7.31399878704
593,Ivanov 4         ,07 00 32,-08 52 00,   4.0,  717, 0.210, 7.000,   6.11, -17.42,   25,       ,   ,,105.133333333,-8.86666666667,221.857501923,-2.02836651817
594,NGC 2319         ,07 00 32,+03 02 30,  18.0, 1100, 0.050, 8.610,  -1.09,  -3.09,  413,       ,   ,,105.133333333,3.04166666667,211.258059432,3.40863253244
595,ASCC 31          ,07 00 54,+03 30 00,  20.4,  600, 0.150, 8.630,  -1.08,  -1.47,  532,       ,   ,,105.225,3.5,210.890543976,3.69828122513
596,Wit 2            ,07 01 27,-03 07 03,      , 2830, 0.437, 8.785,  -5.15,   0.10,  177,       ,   ,,105.3625,-3.1175,216.847812271,0.802853696877
597,Ruprecht 8       ,07 01 42,-13 35 00,   3.0, 2190, 0.458, 8.845,   5.42, -12.10,    6,       ,   ,,105.425,-13.5833333333,226.193591642,-3.92030431979
598,Alessi 33        ,07 01 59,-26 30 12,  60.0,  750, 0.080, 8.180,  -1.47,   2.32, 3371,       ,   ,,105.495833333,-26.5033333333,237.882722234,-9.60461544399
599,Ruprecht 9       ,07 02 07,-21 55 00,   1.0, 3434, 0.687, 8.795,  -5.31,   5.85,   15,       ,   ,,105.529166667,-21.9166666667,233.724927503,-7.57024163294
600,Alessi 60        ,07 02 30,-01 07 51,   5.0, 2906, 0.310, 8.400,  -0.96,  -1.06,  103,       ,   ,,105.625,-1.13083333333,215.200485115,1.94461200819
601,NGC 2323         ,07 02 42,-08 23 00,  14.0,  950, 0.200, 8.000,   0.86,  -3.06,  377,  14.70,  6,,105.675,-8.38333333333,221.672210619,-1.33115030783
602,NGC 2348         ,07 03 03,-67 24 42,  10.0, 1070, 0.130, 9.260,  -3.37,   6.47,   60,       ,   ,,105.7625,-67.4116666667,278.141604935,-23.809145478
603,Tombaugh 2       ,07 03 05,-20 49 00,   3.0, 6080, 0.300, 9.010,  -1.72,   3.86,   65, 120.90, 13,-0.31,105.770833333,-20.8166666667,232.832083649,-6.88024313445
604,ASCC 33          ,07 03 11,-25 03 00, 108.0,  800, 0.050, 7.260,  -3.78,   3.78,   62,  16.15,  2,-0.166,105.795833333,-25.05,236.676151173,-8.72921984263
605,Czernik 27       ,07 03 12,+06 25 00,   3.0, 4285, 0.070, 9.050,  -2.32,  -1.94,   41,       ,   ,-0.38,105.8,6.41666666667,208.540241947,5.52784911921
606,Bochum 3         ,07 03 24,-05 03 00,   4.0, 1762, 0.240, 7.890,   0.27,  -0.62,   74,       ,   ,,105.85,-5.05,218.788570584,0.350258246777
607,vdBergh 92       ,07 03 54,-11 32 00,   3.0, 1500, 0.250, 7.590,  -2.10,   3.87,   26,  17.50,  4,,105.975,-11.5333333333,224.610346578,-2.50891897468
608,NGC 2324         ,07 04 07,+01 02 42,  10.6, 3800, 0.250, 8.650,  -2.60,   1.35,  316,  41.81,  5,-0.17,106.029166667,1.045,213.447148587,3.29737405674
609,Auner 1          ,07 04 16,-19 45 00,   6.0, 8900, 0.320, 9.510,  -1.85,   0.45,   85,       ,   ,-0.5,106.066666667,-19.75,231.996587163,-6.15517482468
610,FSR 1150         ,07 04 37,-06 36 38,   3.0, 5664, 0.729, 8.800,  -0.91,  -1.63,   56,       ,   ,,106.154166667,-6.61055555556,220.314129609,-0.0964892771789
611,BDSB96           ,07 05 18,-12 19 44,  22.0, 1400, 0.370, 6.700,  -1.38,  -0.69,  510,       ,   ,,106.325,-12.3288888889,225.475299114,-2.56804327586
612,Ruprecht 150     ,07 05 55,-28 25 00,   2.0, 1789, 0.271, 8.700,  -1.60,   1.17,   65,       ,   ,,106.479166667,-28.4166666667,240.015189759,-9.64689251105
613,Haffner 4        ,07 06 12,-14 59 00,   5.0, 4500, 0.500, 8.700,   0.25,  -0.39,   72,       ,   ,-0.38,106.55,-14.9833333333,227.940014186,-3.58623609008
614,ESO 427 32       ,07 06 14,-30 10 00,  10.0, 1786, 0.125, 9.105,   0.98,   1.98,  114,       ,   ,,106.558333333,-30.1666666667,241.648070531,-10.340654942
615,Ruprecht 10      ,07 06 29,-20 06 32,   4.0, 2900, 0.380, 9.040,  -0.55,   4.49,   53,       ,   ,,106.620833333,-20.1088888889,232.554442776,-5.8511666826
616,Berkeley 76      ,07 06 40,-11 44 00,   5.0,12600, 0.550, 9.180,   0.15,   2.60,   70,       ,   ,,106.666666667,-11.7333333333,225.098683117,-1.9981871155
617,NGC 2335         ,07 06 49,-10 01 42,   6.0, 1417, 0.393, 8.210,  -0.91,  -3.18,    1,  -3.59,  1,-0.18,106.704166667,-10.0283333333,223.600357236,-1.18260883346
618,Collinder 465    ,07 06 52,-10 32 18,   9.0, 5410, 0.416, 8.800,  -0.02,   1.15,  117,       ,   ,,106.716666667,-10.5383333333,224.059110331,-1.40600201074
619,Collinder 466    ,07 06 56,-10 42 54,   4.0, 2123, 0.460, 8.800,  -0.10,   0.82,   60,       ,   ,,106.733333333,-10.715,224.223610188,-1.47260767883
620,NGC 2331         ,07 06 59,+27 15 42,  14.0, 1285, 0.060, 9.230,  -0.48,  -1.05,   96,       ,   ,,106.745833333,27.2616666667,189.727908302,15.2176663529
621,FSR 1209         ,07 07 04,-13 50 51,   0.6, 2964, 0.437, 9.120,  -0.89,  -2.49,   95,       ,   ,,106.766666667,-13.8475,227.024181841,-2.88048771349
622,Ruprecht 12      ,07 07 10,-28 12 00,   5.0,  900, 0.050, 7.560,  -2.00,   2.72,   54,       ,   ,,106.791666667,-28.2,239.938804039,-9.3048942253
623,Ruprecht 11      ,07 07 21,-20 48 00,   5.0, 1870, 0.170, 9.180,  -0.71,   2.00,   64,       ,   ,,106.8375,-20.8,233.266679639,-5.98137337277
624,FSR 1202         ,07 07 26,-12 47 54,   4.5, 2436, 0.208, 9.225,   0.27,  -0.21,   63,       ,   ,,106.858333333,-12.7983333333,226.131651804,-2.32035974355
625,FSR 1170         ,07 07 27,-08 52 03,   1.6, 2276, 0.666, 8.755,   0.83,  -1.82,   30,       ,   ,,106.8625,-8.8675,222.641241572,-0.510124270538
626,NGC 2338         ,07 07 47,-05 43 12,   7.0, 1800, 0.480, 8.740,  -0.43,   0.27,  139,       ,   ,,106.945833333,-5.72,219.884801314,1.01178784521
627,Ruprecht 13      ,07 07 51,-25 52 11,   4.5, 1300, 0.260, 9.000,  -2.15,  -0.96,   54,       ,   ,,106.9625,-25.8697222222,237.888835723,-8.14393788909
628,NGC 2343         ,07 08 06,-10 37 00,   5.0, 1056, 0.118, 7.104,  -2.09,  -1.41,    1,  14.89,  1,-0.3,107.025,-10.6166666667,224.268082814,-1.17286101187
629,NGC 2345         ,07 08 18,-13 11 36,  12.0, 2251, 0.616, 7.853,  -0.56,  -0.04,  342,  59.19,  4,,107.075,-13.1933333333,226.579853247,-2.31410878542
630,FSR 1204         ,07 08 20,-12 53 28,   1.2, 1706, 0.312, 9.320,  -2.58,   2.95,   19,       ,   ,,107.083333333,-12.8911111111,226.314929257,-2.16807173197
631,FSR 1113         ,07 09 09,-01 30 43,   0.8, 5805, 0.562, 8.300,   1.12,  -4.78,   15,       ,   ,,107.2875,-1.51194444444,216.301126766,3.24799148499
632,Haffner 23       ,07 09 24,-16 57 00,  11.0, 1000, 0.100, 8.840,   2.07,  -1.11,  242,       ,   ,,107.35,-16.95,230.045192004,-3.80048009115
633,Berkeley 35      ,07 09 56,+02 44 01,   6.0, 4390, 0.470, 8.950,  -3.29,   3.34,  115,       ,   ,-0.13,107.483333333,2.73361111111,212.602242363,5.35985665232
634,OCl 374          ,07 10 12,+75 12 12,   4.5, 1900, 1.270, 7.850,  -5.51, -11.15,    6,       ,   ,,107.55,75.2033333333,139.584748234,27.3515723059
635,ASCC 34          ,07 10 30,+06 04 12,  36.0,  550, 0.040, 8.550,  -2.36,  -1.87,    9,       ,   ,,107.625,6.07,209.672132727,6.99261108131
636,Dias 3           ,07 10 31,-08 25 39,  16.0, 4650, 0.640, 9.150,   1.67,  -2.33,  384,       ,   ,,107.629166667,-8.4275,222.60023022,0.36532132823
637,Alessi 21        ,07 10 47,-09 20 12,  42.0,  500, 0.070, 7.470,  -4.00,   2.80,   11,  38.80,  1,,107.695833333,-9.33666666667,223.436979273,0.00368196866411
638,NGC 2349         ,07 10 48,-08 35 36,  18.0, 1628, 0.610, 8.880,   0.71,  -2.23,  545,       ,   ,,107.7,-8.59333333333,222.779672551,0.350834261212
639,ASCC 35          ,07 12 40,+02 07 12,  48.0,  800, 0.060, 8.490,  -2.68,  -0.94,   19,       ,   ,,108.166666667,2.12,213.463084007,5.68916412646
640,NGC 2352         ,07 13 05,-24 02 18,   6.0, 1750, 0.320, 8.080,  -2.13,   4.30,  125,       ,   ,,108.270833333,-24.0383333333,236.77415717,-6.26298559233
641,FSR 1183         ,07 13 22,-09 52 18,   6.0, 1634, 0.416, 8.585,  -2.90,  -3.22,  102,       ,   ,,108.341666667,-9.87166666667,224.205996864,0.320431480206
642,NGC 2351         ,07 13 31,-10 29 12,  10.0, 1882, 0.920, 8.380,  -4.02,  -1.54,  190,       ,   ,,108.379166667,-10.4866666667,224.767947866,0.0678398666537
643,NGC 2354         ,07 14 10,-25 41 24,  18.0, 1750, 0.180, 9.180,  -2.92,   1.67,  626,  33.45,  8,-0.3,108.541666667,-25.69,238.368394599,-6.79180562243
644,FSR 1153         ,07 14 22,-05 40 14,   1.3, 3095, 0.146, 8.065,  -2.69,  -0.90,   20,       ,   ,,108.591666667,-5.67055555556,220.597120932,2.48746928318
645,NGC 2353         ,07 14 30,-10 16 00,  18.0, 1170, 0.100, 8.100,  -3.92,  -1.18,  491,  18.78,  7,,108.625,-10.2666666667,224.685368105,0.384153016948
646,ASCC 36          ,07 14 31,-21 07 12,  21.6,  750, 0.000, 8.510,  -1.89,   0.25,  670,       ,   ,,108.629166667,-21.12,234.31716896,-4.63688883119
647,Ruprecht 14      ,07 14 55,-31 22 00,   3.0, 4023, 0.396, 9.060,  -1.09,   1.37,   30,       ,   ,,108.729166667,-31.3666666667,243.569236281,-9.18549740557
648,Collinder 132    ,07 15 20,-30 41 00,  80.0,  472, 0.037, 7.080,  -2.01,   2.90,  110,  26.58,  3,,108.833333333,-30.6833333333,242.989250364,-8.80241632809
649,Berkeley 36      ,07 16 24,-13 11 35,   5.0, 6140, 0.400, 9.500,  -1.15,   2.32,   50,       ,   ,,109.1,-13.1930555556,227.492008767,-0.566092914149
650,Alessi 3         ,07 16 29,-46 41 06,  72.0,  288, 0.110, 8.700, -11.49,  12.37,   22,  20.00,  1,-0.275,109.120833333,-46.685,257.921368986,-15.3778200968
651,NGC 2358         ,07 16 56,-17 07 00,  20.0,  630, 0.020, 8.720,  -0.88,   1.34,  618,       ,   ,,109.233333333,-17.1166666667,231.025191662,-2.27972338225
652,NGC 2355         ,07 16 59,+13 45 00,   7.0, 1949, 0.220, 8.900,  -2.50,  -3.00,   38,  35.02,  7,-0.08,109.245833333,13.75,203.38962,11.8025320441
653,ESO 367 10       ,07 17 05,-35 16 48,   3.0, 3027, 0.916, 8.315,  -5.78,  26.59,    2,       ,   ,,109.270833333,-35.28,247.338451238,-10.4999661119
654,Basel 11a        ,07 17 06,-13 58 00,   5.0, 1520, 0.000, 8.300,  -0.94,   0.33,   94,       ,   ,,109.275,-13.9666666667,228.255739022,-0.776347616334
655,Collinder 135    ,07 17 17,-36 49 00,  50.0,  316, 0.032, 7.407, -10.70,   5.30,   18,  15.85,  4,-0.219,109.320833333,-36.8166666667,248.764977207,-11.1321762494
656,NGC 2360         ,07 17 43,-15 38 30,  13.0, 1120, 0.010, 8.800,  -3.51,   8.07,    2,  27.28, 18,-0.03,109.429166667,-15.6416666667,229.807033643,-1.42614642341
657,ASCC 37          ,07 18 04,-24 28 48,  19.2, 1600, 0.000, 8.730,  -1.71,   3.61,  719,  13.50,  1,,109.516666667,-24.48,237.690458136,-5.45409984793
658,ESO 559 02       ,07 18 05,-18 35 42,   1.0,     ,      ,      ,  -3.56,   5.53,    9,       ,   ,,109.520833333,-18.595,232.462374873,-2.72559606608
659,Teutsch 49       ,07 18 28,-17 36 47,   8.4, 3840, 1.600, 8.900,   0.54,   1.48,  108,       ,   ,,109.616666667,-17.6130555556,231.63533626,-2.18728342032
